1.2167e-05,0,1.1594e-05,0,1.8885e-05,1.5524e-05,1.1947e-05,0,0.99993,1.6868e-09,2.4515e-11
5.4294e-05,0,2.925e-05,0,3.8325e-06,1.5944e-05,3.9313e-05,0,0.99986,2.3552e-09,2.8292e-11
0.0052654,0,0.00093537,0,5.0329e-06,0.00011352,0.0015658,0,0.99211,3.4048e-09,3.2998e-11
0.89716,0,0.030795,0,1.6525e-06,0.00043804,0.073463,0,0,0,0
0.98031,0,0.0041649,0,4.9961e-10,3.6695e-06,0.015588,0,0,0,0
0.99766,0,0.0003187,0,1.6656e-14,8.2983e-09,0.0020202,0,0,0,0
0.99975,0,7.6109e-05,0,2.8031e-18,2.1891e-11,0.00017202,0,0,0,0
0.99981,0,0.00018464,0,3.3372e-20,1.8248e-13,9.8537e-06,0,0,0,0
0.9979,0,0.0021013,0,7.2562e-21,3.4596e-15,4.459e-07,0,0,0,0
0.97845,0,0.021549,0,1.6473e-21,7.4792e-17,2.241e-08,0,0,0,0
0.83136,0,0.16864,0,3.5834e-22,1.7896e-18,1.2534e-09,0,0,0,0
0.3777,0,0.6223,0,7.4442e-23,4.7189e-20,7.7796e-11,0,0,0,0
0.078002,0,0.922,0,1.4718e-23,1.3648e-21,5.3414e-12,0,0,0,0
0.013138,0,0.98686,0,2.7565e-24,4.2985e-23,4.0371e-13,0,0,0,0
0.0023608,0,0.99764,0,4.8814e-25,1.473e-24,3.3579e-14,0,0,0,0
0.00047474,0,0.99953,0,8.1524e-26,5.4769e-26,3.0691e-15,0,0,0,0
0.0001075,0,0.99989,0,1.2792e-26,2.1996e-27,3.0733e-16,0,0,0,0
2.7447e-05,0,0.99997,0,1.8813e-27,9.5227e-29,3.3686e-17,0,7.252e-17,3.8502e-17,1.2147e-23
7.9095e-06,0,0.99999,0,2.5892e-28,4.442e-30,4.0416e-18,0,0,0,0
0.99999,0,5.4693e-06,0,1.6771e-18,9.5744e-33,4.3963e-28,2.595e-10,0,0,0
0.99999,0,1.3914e-05,0,3.3601e-19,3.4401e-34,2.6175e-29,9.1225e-11,0,0,0
0.99997,0,2.6126e-05,0,6.8746e-20,1.411e-35,1.7372e-30,3.3733e-11,0,0,0
0.99996,0,3.6117e-05,0,1.4361e-20,6.6094e-37,1.2855e-31,1.3123e-11,0,0,0
0.99996,0,3.6671e-05,0,3.0592e-21,3.5302e-38,1.0592e-32,5.3687e-12,0,0,0
0.99997,0,2.8741e-05,0,6.637e-22,2.1122e-39,9.5791e-34,2.2936e-12,0,0,0
0.99998,0,2.1947e-05,0,1.4586e-22,1.3053e-40,8.902e-35,9.9044e-13,0,0,0
0.98508,0.014924,4.2213e-08,0,3.1333e-28,1.2668e-39,3.5133e-22,8.0545e-18,0,0,0
0.98665,0.013351,2.6053e-08,0,5.0873e-29,9.542e-41,8.434e-23,2.5607e-18,0,0,0
0.98805,0.011951,1.6136e-08,0,8.3682e-30,7.3217e-42,2.0454e-23,8.2081e-19,0,0,0
0.9893,0.010704,1.0025e-08,0,1.3932e-30,5.7149e-43,5.0077e-24,2.6511e-19,0,0,0
0.99041,0.0095921,6.2477e-09,0,2.3458e-31,4.5332e-44,1.237e-24,8.6238e-20,0,0,0
0.0001888,0.99981,0,1.4682e-14,1.3666e-27,4.1492e-44,5.9365e-213,5.4728e-10,0,0,0
6.1688e-06,0,0.00032196,0,0.0040679,1.5391e-06,8.1941e-05,0,0.99552,5.1611e-09,3.9529e-11
1.515e-06,0,0.00013268,0,0.00025862,4.4071e-07,1.7262e-05,0,0.99959,7.2361e-09,4.581e-11
7.5974e-06,0,0.00053056,0,0.00012449,8.3609e-07,2.2424e-05,0,0.99931,1.054e-08,5.3831e-11
0.019442,0,0.35664,0,0.0030263,0.00021055,0.004225,0,0.61645,1.1187e-08,4.1923e-11
0.29264,0,0.70657,0,8.0211e-06,1.5334e-05,0.0022398,0,0,0,0
0.81795,0,0.18182,0,4.3254e-10,4.2915e-08,0.00028893,0,0,0,0
0.91091,0,0.089072,0,2.972e-13,1.9587e-10,2.5125e-05,0,0,0,0
0.79258,0,0.20742,0,5.3817e-15,2.1069e-12,1.5748e-06,0,0,0,0
0.50141,0,0.49859,0,2.0797e-16,2.9765e-14,9.787e-08,0,0,0,0
0.19236,0,0.80764,0,1.1232e-17,5.0039e-16,6.3625e-09,0,0,0,0
0.05095,0,0.94905,0,7.6697e-19,9.759e-18,4.3738e-10,0,0,0,0
0.011859,0,0.98814,0,6.1778e-20,2.175e-19,3.2106e-11,0,0,0,0
0.0027321,0,0.99727,0,5.5743e-21,5.4697e-21,2.5316e-12,0,0,0,0
0.0006512,0,0.99935,0,5.4095e-22,1.5317e-22,2.148e-13,0,0,0,0
0.00016424,0,0.99984,0,5.4917e-23,4.7503e-24,1.9699e-14,0,0,0,0
4.4423e-05,0,0.99996,0,5.7026e-24,1.6218e-25,1.9567e-15,0,0,0,0
1.3001e-05,0,0.99999,0,5.9412e-25,6.0505e-27,2.1048e-16,0,0,0,0
4.1484e-06,0,1,0,6.1227e-26,2.4569e-28,2.4549e-17,0,0,0,0
1.4526e-06,0,1,0,6.1752e-27,1.0836e-29,3.1096e-18,0,0,0,0
0.99925,0,0.00075466,0,3.6666e-18,9.3455e-33,4.6148e-28,2.1838e-10,0,0,0
0.99879,0,0.0012066,0,6.9641e-19,3.4971e-34,2.826e-29,7.8945e-11,0,0,0
0.9985,0,0.0014991,0,1.3587e-19,1.4872e-35,1.923e-30,2.9926e-11,0,0,0
0.99857,0,0.0014331,0,2.7203e-20,7.1944e-37,1.4551e-31,1.1903e-11,0,0,0
0.99895,0,0.0010452,0,5.5782e-21,3.9555e-38,1.2232e-32,4.9678e-12,0,0,0
0.99935,0,0.00065163,0,1.1675e-21,2.3713e-39,1.1045e-33,2.14e-12,0,0,0
0.99959,0,0.00041434,0,2.4824e-22,1.4558e-40,1.0181e-34,9.2793e-13,0,0,0
0.97938,0.020618,6.0373e-08,0,5.7819e-28,1.6583e-39,3.9877e-22,6.2114e-18,0,0,0
0.98187,0.018131,3.654e-08,0,9.0788e-29,1.2309e-40,9.5074e-23,2.0032e-18,0,0,0
0.98402,0.015977,2.2229e-08,0,1.4484e-29,9.3198e-42,2.2913e-23,6.5054e-19,0,0,0
0.9859,0.014105,1.3586e-08,0,2.3446e-30,7.1858e-43,5.5775e-24,2.1264e-19,0,0,0
0.98753,0.012473,8.3401e-09,0,3.8472e-31,5.6359e-44,1.3704e-24,6.9936e-20,0,0,0
0.00014315,0.99986,0,1.9306e-14,2.0549e-27,4.9894e-44,2.1929e-212,4.0719e-10,0,0,0
1.2583e-06,0,0.0070834,0,0.99273,7.4784e-08,0.00050352,0,0,0,0
2.9898e-06,0,0.041016,0,0.88644,3.6463e-07,0.0016757,0,0.070869,1.8187e-09,5.593e-12
2.5051e-06,0,0.074667,0,0.19617,2.7707e-07,0.00082276,0,0.72834,2.7233e-08,6.7564e-11
2.08e-05,0,0.43896,0,0.055222,3.8623e-07,0.00060809,0,0.50519,3.2502e-08,5.9164e-11
