0.29396,0.020885,0.037604,0.071886,0.14147,0.064986,0.058097,0.12587,0.059671,0.0069758,0.11859
0.33079,0.028917,0.050061,0.072332,0.12332,0.062952,0.056099,0.11417,0.058952,0.0056401,0.096776
0.37541,0.028445,0.055683,0.07266,0.096563,0.067473,0.054926,0.091975,0.071449,0.0059147,0.079498
0.299,0.022142,0.11107,0.07421,0.062086,0.093956,0.060683,0.098694,0.11192,0.0054852,0.060749
0.092343,0.017636,0.22908,0.06449,0.048865,0.12883,0.070291,0.13546,0.17767,0.0028736,0.03247
0.037157,0.0094645,0.16703,0.03292,0.027357,0.1469,0.083374,0.16441,0.3045,0.0019601,0.024932
0.0072845,0.0049985,0.11121,0.013982,0.013626,0.17045,0.081007,0.1467,0.42801,0.0015827,0.021145
0.0045938,0.0051816,0.089765,0.011124,0.0092556,0.16385,0.068394,0.088383,0.53735,0.0018827,0.020214
0.0040337,0.0052317,0.070446,0.008232,0.0059412,0.15606,0.065127,0.076326,0.58854,0.0018362,0.018227
0.003241,0.0053722,0.042114,0.0054459,0.0035676,0.15574,0.056829,0.067614,0.6427,0.0017619,0.015617
0.0029905,0.0053076,0.04012,0.0047128,0.0033582,0.16621,0.039824,0.062089,0.6596,0.0017234,0.014072
0.0022643,0.0044926,0.051329,0.0046706,0.0028601,0.16995,0.028273,0.058046,0.66325,0.0016746,0.013196
0.0019005,0.0037951,0.049334,0.0049735,0.0021949,0.16739,0.024778,0.058125,0.67326,0.0016888,0.012554
0.0016501,0.0038641,0.032543,0.0055132,0.0018809,0.15553,0.019472,0.057348,0.70854,0.0017648,0.01189
0.0015455,0.0046461,0.018906,0.0059582,0.0018732,0.1421,0.012648,0.05686,0.74241,0.0023475,0.010698
0.0010605,0.0046331,0.021737,0.0052379,0.0017709,0.16566,0.0085483,0.057923,0.71892,0.0042023,0.010302
0.00082854,0.0047872,0.022724,0.0044122,0.0016487,0.19007,0.0067964,0.055705,0.69649,0.0056156,0.010917
0.0007297,0.0051806,0.021841,0.0036335,0.0013759,0.20135,0.0048877,0.052235,0.69127,0.0065957,0.010899
0.000731,0.0057386,0.019143,0.0028712,0.00092695,0.19361,0.0030568,0.049093,0.70816,0.0071261,0.0095388
0.0009302,0.0058931,0.014234,0.00277,0.00057864,0.18859,0.0018768,0.049108,0.72104,0.00675,0.0082314
0.001326,0.0053591,0.0099567,0.0039794,0.00058731,0.22042,0.0019586,0.051739,0.68921,0.0060537,0.0094099
0.0018004,0.0047459,0.0071057,0.00492,0.00076024,0.25889,0.0021188,0.0545,0.64862,0.0056311,0.010904
0.0022882,0.0045324,0.0051664,0.0050079,0.0010523,0.28416,0.0020798,0.057903,0.62057,0.0050885,0.012152
0.0028119,0.0046712,0.0039016,0.0040237,0.0014826,0.29792,0.0017882,0.062817,0.60305,0.0045983,0.012936
0.0032872,0.0049625,0.0029676,0.0027796,0.0020031,0.32338,0.0013388,0.066904,0.57465,0.004678,0.013044
0.0034317,0.0056567,0.0020697,0.0029785,0.0021045,0.37223,0.00076721,0.066487,0.52424,0.0065087,0.013525
0.0033057,0.0073125,0.0013677,0.0028812,0.0019931,0.40564,0.0003442,0.066111,0.48913,0.0084631,0.013456
0.0032138,0.009135,0.00088928,0.003071,0.0018792,0.4225,0.00030102,0.055323,0.47934,0.0099214,0.014429
0.0030828,0.011009,0.0004168,0.0023442,0.0018525,0.42647,0.00019639,0.043606,0.485,0.011541,0.014486
0.0028345,0.012879,4.6352e-05,0.0010166,0.0018458,0.42072,7.7517e-05,0.031916,0.50101,0.013472,0.014175
0.0018784,0.0148,6.4182e-05,0.00081087,0.0018624,0.42543,4.3461e-05,0.021095,0.5047,0.013799,0.015521
0.001038,0.01546,4.9966e-05,9.4199e-05,0.0017388,0.44629,6.8665e-06,0.012678,0.49429,0.013655,0.0147
0.2738,0.022004,0.042423,0.069995,0.17759,0.062475,0.055652,0.1199,0.057096,0.0061967,0.11287
0.29699,0.028032,0.053821,0.072323,0.16823,0.061156,0.054137,0.10197,0.058345,0.0059616,0.099036
0.33135,0.025405,0.06905,0.076464,0.12494,0.072807,0.052394,0.083182,0.071907,0.0066895,0.085811
0.28916,0.020496,0.12472,0.080893,0.072511,0.099224,0.053585,0.081246,0.10264,0.0065019,0.06903
0.1185,0.017208,0.24321,0.067465,0.054555,0.12955,0.058277,0.10794,0.15828,0.0039027,0.041114
0.044332,0.011603,0.23866,0.042685,0.034311,0.15419,0.062831,0.12128,0.25837,0.0024855,0.029259
0.012351,0.0067399,0.18332,0.022908,0.020673,0.18947,0.056214,0.10162,0.37915,0.002013,0.025541
0.005589,0.0050192,0.14994,0.014059,0.013398,0.20238,0.051408,0.083772,0.44937,0.002067,0.022994
0.0048336,0.0048956,0.13087,0.010495,0.0096351,0.19184,0.050875,0.07432,0.49855,0.0020557,0.021636
0.0037732,0.0049854,0.10063,0.0077737,0.0068978,0.18674,0.045392,0.066633,0.55652,0.0019743,0.018682
0.0028689,0.0056135,0.059398,0.00542,0.0043309,0.19874,0.028227,0.056769,0.62347,0.0016608,0.013504
0.0023476,0.0045782,0.073381,0.0051384,0.0031587,0.20306,0.025388,0.057797,0.61118,0.0015578,0.01241
0.001941,0.0038706,0.070352,0.0054306,0.0024147,0.20201,0.022148,0.058875,0.61918,0.0015306,0.012247
0.0016545,0.0039141,0.052544,0.0059603,0.0020306,0.19136,0.017079,0.058897,0.653,0.0015737,0.011986
